N_A,trace_norm_distance,normalized_trace_norm_distance,theoretical_tr_rho_AB_sq
1,0.00319568994541842,0.0868626756414787,0.0367901393989804
1.05,0.00325881669961667,0.0881980132218201,0.036948867446942
1.1,0.00305960458804068,0.0825099203455772,0.0370816572749811
1.15,0.00325691087596784,0.0872538903195052,0.0373268270794773
1.2,0.00334757088445815,0.0894075116201231,0.0374417185289911
1.25,0.00321406851374719,0.0854407908007258,0.0376174949181286
1.3,0.00324070205879354,0.0857719247677984,0.0377827834406977
1.35,0.00362236504826663,0.0956333124673845,0.0378776490619002
1.4,0.00388373461445985,0.101769324053655,0.0381621343226398
1.45,0.00407191646626923,0.106501290182148,0.0382334942544367
1.5,0.004230833336895,0.109601108136347,0.0386021036542051
