N_A,trace_norm_distance,normalized_trace_norm_distance,theoretical_tr_rho_AB_sq
1,0.00106376690330549,0.0802109013330307,0.0132621237964749
1.05,0.0010191992610294,0.0770013743337422,0.0132361177946246
1.1,0.000996152501905617,0.0752273017731644,0.0132419012569313
1.15,0.000974041651532725,0.0736565815972376,0.0132240952595234
1.2,0.000983473005331678,0.0743054701118243,0.0132355397772415
1.25,0.000976832053166804,0.0737308019615754,0.013248629164184
1.3,0.000970364704775254,0.073178608293336,0.0132602235462794
1.35,0.00094511699828559,0.0713110424169947,0.013253445276525
1.4,0.00093171928098881,0.0701881077355983,0.0132746032205148
1.45,0.000931436514951055,0.0702082585002794,0.0132667656889303
1.5,0.000921225735221488,0.0695526064632612,0.0132450210289113
