N_A,trace_norm_distance,normalized_trace_norm_distance,theoretical_tr_rho_AB_sq
1,0.000917163633713532,0.0675264092445983,0.0135822953415356
1.05,0.000912889478601274,0.067100086479108,0.013604892728201
1.1,0.000891456620584631,0.0652271546811231,0.0136669555025466
1.15,0.000889033906130126,0.0648942334749988,0.013699736610228
1.2,0.000907803754894049,0.0662888185709539,0.0136946739203439
1.25,0.000870762781765496,0.0634816441613106,0.0137167647950774
1.3,0.000850433419339093,0.0618573741503059,0.013748294864128
1.35,0.00083469302362679,0.060701373376227,0.0137508095319914
1.4,0.00082399565785777,0.0597542882554464,0.0137897326186069
1.45,0.000825425390983321,0.0597501738858079,0.0138146106915243
1.5,0.000832562004964569,0.0601496043857292,0.013841520878932
