N_A,trace_norm_distance,normalized_trace_norm_distance,theoretical_tr_rho_AB_sq
1,0.00280532143116663,0.0762519924358966,0.0367901393989804
1.05,0.00276097007224755,0.0747240785177587,0.036948867446942
1.1,0.00273378407856849,0.0737233521764134,0.0370816572749811
1.15,0.0027470454511683,0.073594400223711,0.0373268270794773
1.2,0.00272651287793045,0.0728201852118331,0.0374417185289911
1.25,0.00269253920093137,0.0715767811437592,0.0376174949181286
1.3,0.00270558417471052,0.0716089162397761,0.0377827834406977
1.35,0.00267307097691711,0.070571195497079,0.0378776490619002
1.4,0.00278807375438176,0.0730586431778195,0.0381621343226398
1.45,0.00276466717926462,0.0723100839506398,0.0382334942544367
1.5,0.00271869647260019,0.0704287128223395,0.0386021036542051
