N_A,trace_norm_distance,normalized_trace_norm_distance,theoretical_tr_rho_AB_sq
1,0.00126627769252213,0.0859103283287442,0.0147395280306298
1.05,0.00125634055218249,0.0850077507182549,0.0147791294507537
1.1,0.00126727774348748,0.0854747861938644,0.0148263341731348
1.15,0.00125104295788393,0.0838642759856643,0.0149174716311601
1.2,0.00126186292082033,0.0841929138508087,0.0149877568444344
1.25,0.00127699751174449,0.0844455322214201,0.0151221441579188
1.3,0.00131180987420766,0.0865552474902912,0.0151557521033581
1.35,0.00128260107282474,0.083956524423157,0.015276967235568
1.4,0.00127145042791521,0.0827547013747308,0.0153640869557103
1.45,0.00128214782529301,0.0825100984229028,0.0155392836731499
1.5,0.00127797948570095,0.0817695284841044,0.015629043109248
