N_A,trace_norm_distance,normalized_trace_norm_distance,theoretical_tr_rho_AB_sq
1,0.00280362036380746,0.0762057553901295,0.0367901393989804
1.05,0.002816851396535,0.0762364746518944,0.036948867446942
1.1,0.00291001451652201,0.0784758484482675,0.0370816572749811
1.15,0.00282918386509086,0.0757949198057173,0.0373268270794773
1.2,0.00283453610194032,0.0757052884670755,0.0374417185289911
1.25,0.00280641134303045,0.0746038870780304,0.0376174949181286
1.3,0.00280801098581219,0.0743198549736157,0.0377827834406977
1.35,0.00277322256113749,0.0732152768141826,0.0378776490619002
1.4,0.00264966818834571,0.0694318657846605,0.0381621343226398
1.45,0.00277693772886712,0.0726310211247533,0.0382334942544367
1.5,0.00286192836599399,0.0741391814195137,0.0386021036542051
