N_A,trace_norm_distance,normalized_trace_norm_distance,theoretical_tr_rho_AB_sq
1,0.00266863573984264,0.0786129650040232,0.0339465092011994
1.05,0.00260430065958428,0.0766839020118356,0.0339615041913532
1.1,0.00275081348560792,0.0809694191974606,0.0339734866925437
1.15,0.00283297388907837,0.0834139146426391,0.0339628454223179
1.2,0.00272051045301901,0.0800568868028626,0.0339822164171607
1.25,0.00271091534424925,0.0798805761867359,0.0339371030313048
1.3,0.00267931884450741,0.0788434333516104,0.0339827773932512
1.35,0.00265322134210052,0.0780028772404886,0.0340144035189939
1.4,0.00255675846446073,0.0751734764922135,0.0340114437134694
1.45,0.00264015236097831,0.0776907671497407,0.0339828329393336
1.5,0.0027372923450524,0.0805392748511347,0.0339870497979016
