N_A,trace_norm_distance,normalized_trace_norm_distance,theoretical_tr_rho_AB_sq
1,0.00226849774016816,0.0668256558199513,0.0339465092011994
1.05,0.00222266688882016,0.0654466561992288,0.0339615041913532
1.1,0.00216253931715797,0.0636537349471578,0.0339734866925437
1.15,0.00215920800066898,0.0635755919099201,0.0339628454223179
1.2,0.0021185555832095,0.0623430666558776,0.0339822164171607
1.25,0.0021284411071337,0.0627172303178132,0.0339371030313048
1.3,0.0020843514909412,0.0613355249578611,0.0339827773932512
1.35,0.00203940141750026,0.0599569948760515,0.0340144035189939
1.4,0.00201284896472283,0.0591815208339919,0.0340114437134694
1.45,0.00195521755728216,0.0575354491714281,0.0339828329393336
1.5,0.00199564453673342,0.0587177924709614,0.0339870497979016
