N_A,trace_norm_distance,normalized_trace_norm_distance,theoretical_tr_rho_AB_sq
1,0.00283787358436898,0.043061961473831,0.0659020975180978
1.05,0.00294142164238348,0.0446086707417282,0.0659383387461486
1.1,0.00282705443340626,0.0428152502423145,0.0660291465635828
1.15,0.00282897173046253,0.0428054136582169,0.0660891109019684
1.2,0.00279439005783626,0.0421960187223059,0.0662240216601068
1.25,0.00266470246741798,0.0401666419450497,0.0663411810990684
1.3,0.00259892203930398,0.0391972659532825,0.066303656035641
1.35,0.00273730707614983,0.0411973644749706,0.0664437424829172
1.4,0.00282800264244707,0.0424951520474264,0.0665488298357163
1.45,0.00262952106063653,0.0394536320029154,0.0666483902025097
1.5,0.00271688171147472,0.0406891538700335,0.0667716443589071
