N_A,trace_norm_distance,normalized_trace_norm_distance,avg_tr_rho_AB_sq,std_tr_rho_AB_sq
1,0.00165538891386548,0.0129703146158823,0.127629048553567,0.000850846356942238
2,0.00428009078969945,0.0335353968254575,0.127629048553567,0.000850846356942238
3,0.00807620103807817,0.0632787059811742,0.127629048553567,0.000850846356942238
4,0.01560319511582,0.122254261805229,0.127629048553567,0.000850846356942238
5,0.0363677397806642,0.284948765134768,0.127629048553567,0.000850846356942238
