L,trace_norm_distance,normalized_trace_norm_distance,avg_tr_rho_AB_sq,std_tr_rho_AB_sq
12,0.0234085372554489,0.624051929697795,0.0375105598452116,0.00193188148470563
13,0.0135915442375371,0.491549784556557,0.0276503920143073,0.00110876648838587
14,0.00794706846129335,0.355937034818402,0.0223271749885423,0.000551011176853084
15,0.00474868613815132,0.243557097395446,0.0194972192924488,0.000299999723679156
16,0.00291889964410491,0.162226519413739,0.0179927403648514,0.000179154732997208
