N_A,trace_norm_distance,normalized_trace_norm_distance,avg_tr_rho_AB_sq,std_tr_rho_AB_sq
1,0.000664386586872822,0.0102170401640561,0.0650273049929034,0.000523797367319253
2,0.00161301749036596,0.0248052335944415,0.0650273049929034,0.000523797367319253
3,0.00309830889050117,0.0476462755274772,0.0650273049929034,0.000523797367319253
4,0.00639013989927145,0.0982685642587959,0.0650273049929034,0.000523797367319253
5,0.0167034936496214,0.256868920700994,0.0650273049929034,0.000523797367319253
