L,trace_norm_distance,normalized_trace_norm_distance,avg_tr_rho_AB_sq,std_tr_rho_AB_sq
12,0.00896217344947009,0.124217758622236,0.0721488903750494,0.00210861058803892
13,0.00640519439276775,0.0934133634664689,0.0685682878239035,0.0014020507822401
14,0.00426400525914398,0.0643733826444886,0.0662386390768459,0.000840954728577172
15,0.0029161059758354,0.0448408680584536,0.0650323265828401,0.000479524360070623
16,0.00201780796385557,0.0313685803219046,0.064325766201365,0.000315463120433698
