N_A,trace_norm_distance,normalized_trace_norm_distance,avg_tr_rho_AB_sq,std_tr_rho_AB_sq
1,0.00228101121322624,0.0176572358183342,0.129182802829069,0.00149724954851906
2,0.0061507819581996,0.0476130090344776,0.129182802829069,0.00149724954851906
3,0.0119084120262106,0.0921826416939369,0.129182802829069,0.00149724954851906
4,0.024427459393937,0.189092192296359,0.129182802829069,0.00149724954851906
5,0.0604701742354965,0.468097710463125,0.129182802829069,0.00149724954851906
