N_A,trace_norm_distance,normalized_trace_norm_distance,avg_tr_rho_AB_sq,std_tr_rho_AB_sq
1,0.00998994189840263,0.0199376242406456,0.501059794177319,0.001104157929844
2,0.0275763778671073,0.055036101853641,0.501059794177319,0.001104157929844
3,0.055018839453845,0.109804937640585,0.501059794177319,0.001104157929844
4,0.0991276689055793,0.197836006914774,0.501059794177319,0.001104157929844
5,0.188617640253287,0.37643738820229,0.501059794177319,0.001104157929844
