L,trace_norm_distance,normalized_trace_norm_distance,avg_tr_rho_AB_sq,std_tr_rho_AB_sq
12,0.00545346435395402,0.0414851813494048,0.131455719284984,0.00226596349587901
13,0.00380632479158619,0.0294210414648658,0.129374237011006,0.00158935743790175
14,0.00262070993799103,0.0205205090029494,0.127711741342009,0.000942274279216396
15,0.00193151617280135,0.0152171037368639,0.126930604285899,0.000540376582407016
16,0.00140602167832593,0.0111202257098908,0.126438232011366,0.00035577016920155
