N_A,trace_norm_distance,normalized_trace_norm_distance,avg_tr_rho_AB_sq,std_tr_rho_AB_sq
1,0.00397298662352191,0.0157661836042297,0.251994187258865,0.00120619641744671
2,0.0111405565825853,0.0442095776246658,0.251994187258865,0.00120619641744671
3,0.0214134893053626,0.0849761240062464,0.251994187258865,0.00120619641744671
4,0.0396041508330484,0.157162953891331,0.251994187258865,0.00120619641744671
5,0.0821111866699718,0.325845558435925,0.251994187258865,0.00120619641744671
