N_A,trace_norm_distance,normalized_trace_norm_distance,avg_tr_rho_AB_sq,std_tr_rho_AB_sq
1,0.000649631576380099,0.00999129848175003,0.0650197346788015,0.000511391639941468
2,0.00160817793116612,0.0247336895345782,0.0650197346788015,0.000511391639941468
3,0.00309594664500057,0.047615491824053,0.0650197346788015,0.000511391639941468
4,0.00639415162351155,0.0983417058697449,0.0650197346788015,0.000511391639941468
5,0.0167097395338927,0.256994889573743,0.0650197346788015,0.000511391639941468
