N_A,trace_norm_distance,normalized_trace_norm_distance,avg_tr_rho_AB_sq,std_tr_rho_AB_sq
1,0.000259728062416446,0.00780381404063346,0.0332821952271128,0.000236168713606283
2,0.000610630602811355,0.0183470651092725,0.0332821952271128,0.000236168713606283
3,0.00120861974129015,0.0363143035801188,0.0332821952271128,0.000236168713606283
4,0.0027358063476167,0.0822002974547792,0.0332821952271128,0.000236168713606283
5,0.00794631329828633,0.238755684355009,0.0332821952271128,0.000236168713606283
6,0.0242337242958153,0.728128782685394,0.0332821952271128,0.000236168713606283
