L,trace_norm_distance,normalized_trace_norm_distance,avg_tr_rho_AB_sq,std_tr_rho_AB_sq
12,0.0142603311802555,0.316099461741995,0.0451134307590027,0.00192891567199481
13,0.00905168781020351,0.229880846285301,0.0393755632818996,0.00115428473346927
14,0.00568168304147892,0.157482344488441,0.0360782223552428,0.000644143182964796
15,0.00364195173271266,0.106309406498307,0.0342580384245741,0.000369354608390585
16,0.00239223032605315,0.0719012703986422,0.03327104392996,0.000236230539470651
