N_A,N_B,multi_entropy_avg,multi_entropy_std,S_A_avg,S_A_std,S_B_avg,S_B_std,S_AB_avg,S_AB_std,sum_Renyi_avg,sum_Renyi_std,kappa_avg,kappa_std
1,11,4.91546493520418,0.0134533231295797,0.992948289050188,0.00230477890644894,4.8797440643204,0.0133656558008805,3.92042396310526,0.0141599433756814,4.89655815823794,0.0133781330766364,0.018906776966242,0.00190282346751825
2,10,5.90305777812572,0.0129630707191266,1.97780967459182,0.00638397350028482,5.76407509638941,0.0138729965530981,3.92042396310526,0.0141599433756814,5.83115436704324,0.0130062022902644,0.0719034110824718,0.00454926713285097
3,9,6.8801668443396,0.013937049283533,2.95533772493517,0.0102370229810879,6.46652000245921,0.016073743484537,3.92042396310526,0.0141599433756814,6.67114084524982,0.0136854468453939,0.209025999089796,0.00710606661819154
4,8,7.83791302115539,0.0159178079910253,3.92136159297622,0.013524501079341,6.74933549697,0.0174741248697764,3.92042396310526,0.0141599433756814,7.29556052652574,0.0142741932488081,0.542352494629655,0.0088700745543477
5,7,8.72058338343523,0.0181047071818604,4.86415451308039,0.016480301445427,6.45574989803863,0.0165926452480525,3.92042396310526,0.0141599433756814,7.62016418711215,0.0142529815167736,1.10041919632309,0.00896063465132
6,6,9.17997768699755,0.0183526572657538,5.74332414521833,0.0191890085885124,5.74967355190544,0.0141122728226773,3.92042396310526,0.0141599433756814,7.70671083011449,0.0143299896925498,1.47326685688303,0.00650266274805238
7,5,8.72097572038125,0.0180911482311359,6.4417331378452,0.0215940545219182,4.86656324866147,0.0120216464092904,3.92042396310526,0.0141599433756814,7.61436017480597,0.0155500041144374,1.10661554557529,0.00997913199582577
8,4,7.83744343368541,0.017373583242288,6.72602337544404,0.0225681726070407,3.92160433949197,0.0100666560947225,3.92042396310526,0.0141599433756814,7.28402583902064,0.0171568487176762,0.553417594664768,0.0101097870580513
9,3,6.87945994002924,0.0164497424608665,6.44060965609976,0.0211750307410502,2.95501404189029,0.00795726464799113,3.92042396310526,0.0141599433756814,6.65802383054767,0.0176858087210436,0.221436109481585,0.00778316704179581
10,2,5.90249573496485,0.0156387032609973,5.74159212747654,0.0190465468651948,1.97749691763425,0.00555222750627047,3.92042396310526,0.0141599433756814,5.81975650410803,0.0171628678669879,0.082739230856817,0.00517746487454984
11,1,4.91495596697489,0.0147328634512024,4.862736397204,0.0167456062633638,0.992580385197829,0.00240341633383788,3.92042396310526,0.0141599433756814,4.88787037275354,0.0157586404244499,0.0270855942213392,0.00283475733564854
