N_A,N_B,multi_entropy_avg,multi_entropy_std,S_A_avg,S_A_std,S_B_avg,S_B_std,S_AB_avg,S_AB_std,sum_Renyi_avg,sum_Renyi_std,kappa_avg,kappa_std
1,11,4.34846303718631,0.0587053961532717,0.902917178707146,0.013473305276849,4.30905113349608,0.0567876564471454,3.41787575649903,0.0628460593375202,4.31492203435113,0.0580237180378002,0.0335410028351747,0.00484811413811142
2,10,5.22112679035976,0.0538919372684274,1.73294422671114,0.0315253467401863,5.07308544785439,0.0476566248818392,3.41787575649903,0.0628460593375202,5.11195271553228,0.0513356242643715,0.109174074827474,0.0110992870811286
3,9,6.09469947997388,0.0546920766196199,2.57132839936576,0.0481409353767944,5.66321605846186,0.0411197845422704,3.41787575649903,0.0628460593375202,5.82621010716333,0.0482104433584588,0.268489372810559,0.0178042157156629
4,8,6.95281191109914,0.0569319598003878,3.41117364576473,0.0598361163231586,5.88584027409692,0.0353643201326697,3.41787575649903,0.0628460593375202,6.35744483818033,0.0431632251466632,0.595367072918796,0.0261597432121703
5,7,7.72585611566546,0.056619878679697,4.23526846877239,0.0665120972314502,5.62718908246324,0.0396489546502572,3.41787575649903,0.0628460593375202,6.64016665386733,0.0389904239392978,1.08568946179814,0.0310271540142462
6,6,8.10582792595669,0.0546706540994408,4.99924312150527,0.0664131678127815,5.01616942077956,0.045003977105087,3.41787575649903,0.0628460593375202,6.71664414939191,0.0380941356231451,1.38918377656477,0.0290994401671707
7,5,7.72445547809469,0.0705091086587306,5.5948899388324,0.0556535936253769,4.24308947408547,0.0457833617121049,3.41787575649903,0.0628460593375202,6.62792758470845,0.0419052425512962,1.09652789338623,0.0439031352802724
8,4,6.94765967549567,0.0769499530580985,5.83350341424506,0.043864893513181,3.41268441523265,0.0421350517776796,3.41787575649903,0.0628460593375202,6.33203179298838,0.0530431893299451,0.615627882507305,0.036045580611125
9,3,6.08764899984431,0.0770290930302735,5.59819099353874,0.0542535836248691,2.56975049644555,0.0354647769435004,3.41787575649903,0.0628460593375202,5.79290862324166,0.0656420159145217,0.294740376602658,0.0212037183500799
10,2,5.21096099440098,0.0744756166588199,5.00521585652,0.0662557954233618,1.72733453491698,0.0263580723232128,3.41787575649903,0.0628460593375202,5.07521307396801,0.070967059131278,0.135747920432973,0.0119477770716312
11,1,4.33649509627319,0.0692097698309034,4.24179853175407,0.0687039066975432,0.895182364188568,0.0130860136445256,3.41787575649903,0.0628460593375202,4.27742832622083,0.0690197685810542,0.0590667700523575,0.00619724401035975
