0.4,4.74517332368604
0.45,4.74256519381377
0.5,4.75893160693986
0.55,4.77204562362383
0.6,4.75971007090809
0.65,4.76195699113185
0.7,4.76082619932382
0.75,4.75669915620479
0.8,4.76810928377338
0.85,4.76404608315355
0.9,4.76523704072659
0.95,4.77604295578743
1,4.74831651850273
1.05,4.75103287232112
1.1,4.76206876487408
1.15,4.75361472304176
1.2,4.7430495463135
1.25,4.73827982614521
1.3,4.74308885840408
1.35,4.74428390077209
1.4,4.7610873184984
1.45,4.75379918112703
1.5,4.73511061018744
1.55,4.74196180608214
1.6,4.73904685617549
1.65,4.75535982007271
1.7,4.76765479823735
1.75,4.78832895071739
1.8,4.78031009904338
1.85,4.7714819148775
1.9,4.76115243822762
1.95,4.72948488949285
2,4.70614433229935
2.05,4.68364447559811
2.1,4.68575360901639
2.15,4.68391069791624
2.2,4.66613612791657
2.25,4.64860450467289
2.3,4.62788222542815
2.35,4.62327185761863
2.4,4.60924243469339
2.45,4.60981837239803
