N_A,trace_norm_distance,normalized_trace_norm_distance,avg_tr_rho_AB_sq,std_tr_rho_AB_sq
1,0.00279078531852962,0.021152629913742,0.13193561887624,0.00270996927596112
2,0.00794907460689074,0.0602496480828823,0.13193561887624,0.00270996927596112
3,0.0171179356152644,0.129744611508751,0.13193561887624,0.00270996927596112
4,0.039099463258491,0.296352596755298,0.13193561887624,0.00270996927596112
