N_A,trace_norm_distance,normalized_trace_norm_distance,avg_tr_rho_AB_sq,std_tr_rho_AB_sq
1,0.000387359235827225,0.00601815949601218,0.0643650664433041,0.000321220157496354
2,0.00102098426807498,0.0158623974850444,0.0643650664433041,0.000321220157496354
3,0.00205710116743618,0.0319599012493551,0.0643650664433041,0.000321220157496354
4,0.00407125086106121,0.0632524921674301,0.0643650664433041,0.000321220157496354
5,0.00968736291994964,0.150506531807634,0.0643650664433041,0.000321220157496354
6,0.0284280041353271,0.441668217034591,0.0643650664433041,0.000321220157496354
