L,trace_norm_distance,normalized_trace_norm_distance,avg_tr_rho_AB_sq,std_tr_rho_AB_sq
12,0.00878288555643807,0.120965574391739,0.0726064882558677,0.00280545188308427
13,0.0059879132109986,0.0872614822924818,0.0686203471874154,0.00157006605916802
14,0.00387945210524012,0.0585311930880412,0.0662800790580971,0.00097080336336535
15,0.00274202597866629,0.0421271476080878,0.0650892864661897,0.000526518951743467
16,0.0018756838574528,0.0291366651971582,0.0643753787456687,0.000338586109013936
