N_A,trace_norm_distance,normalized_trace_norm_distance,avg_tr_rho_AB_sq,std_tr_rho_AB_sq
1,0.00056777693540491,0.00872475609165911,0.0650765396121167,0.000490648532680898
2,0.00148266313206115,0.0227833738686544,0.0650765396121167,0.000490648532680898
3,0.00303923428753741,0.0467024569169245,0.0650765396121167,0.000490648532680898
4,0.00640336866140689,0.098397497770681,0.0650765396121167,0.000490648532680898
5,0.0167483586297979,0.257364001368621,0.0650765396121167,0.000490648532680898
6,0.0477078180394223,0.733103178561442,0.0650765396121167,0.000490648532680898
