L,trace_norm_distance,normalized_trace_norm_distance,avg_tr_rho_AB_sq,std_tr_rho_AB_sq
12,0.014515035031819,0.317904282411569,0.0456585074026381,0.00252536382484541
13,0.00903632334094922,0.228519553638443,0.0395428889872865,0.00143682860091279
14,0.00555531991467182,0.153882347847448,0.0361010862674069,0.000787634446269015
15,0.00363271356062859,0.105889934594167,0.0343065049057902,0.000405331488376065
16,0.00236791784405586,0.0710915527697071,0.0333080056884742,0.000258138127941743
