L,trace_norm_distance,normalized_trace_norm_distance,avg_tr_rho_AB_sq,std_tr_rho_AB_sq
12,0.00409348029793027,0.0310582327786435,0.131800167997487,0.00288324312324735
13,0.00318290031470565,0.0245970197122819,0.129401868679088,0.0016699766960922
14,0.0021244932556489,0.0166269919471948,0.127773758620683,0.000992632278887208
15,0.00165452462800887,0.0130279444472642,0.126998133489609,0.000570260113443978
16,0.00114504910499707,0.0090520519511755,0.126496081902001,0.000379091393905509
