N_A,trace_norm_distance,normalized_trace_norm_distance,theoretical_tr_rho_AB_sq
1,0.000426399568196233,0.0643164119118549,0.00662971635887602
1.05,0.000416295427395127,0.0627469756695561,0.00663450983817068
1.1,0.000402479304643858,0.060688456452891,0.00663189226037211
1.15,0.000396835604248384,0.059842985458634,0.00663128019444641
1.2,0.00039576466698539,0.0597078524412461,0.00662835206432572
1.25,0.000384333127421856,0.0579621230140306,0.00663076346131804
1.3,0.000383186001510921,0.0577161474375058,0.00663914724949078
1.35,0.000378642478227255,0.0569510784297968,0.00664855677305575
1.4,0.000376594271169702,0.0567574178186255,0.00663515511528642
1.45,0.000369269126069881,0.0556197306418985,0.00663917501591979
1.5,0.000365126097557513,0.0550301819069573,0.00663501527534204
