N_A,trace_norm_distance,normalized_trace_norm_distance,theoretical_tr_rho_AB_sq
1,0.00248287967281008,0.0699674999418641,0.035486185369966
1.05,0.00244530630657279,0.0687009730495558,0.0355934741245794
1.1,0.00243773510979851,0.0681676344946983,0.0357608875218943
1.15,0.00245499572105559,0.0683247121383135,0.0359312998799879
1.2,0.00241000311918983,0.0667822302779419,0.0360874907765076
1.25,0.00239808819102082,0.0662286410981071,0.0362092314028978
1.3,0.00234864907473666,0.0645438334970655,0.0363884347657075
1.35,0.00235912598737198,0.0644799256295766,0.0365869836904691
1.4,0.00235703509739687,0.0640490256852388,0.0368004832576258
1.45,0.00234046695590784,0.0633268710019772,0.0369585125378257
1.5,0.00237038386620907,0.0638642528809807,0.0371159726964408
