N_A,trace_norm_distance,normalized_trace_norm_distance,theoretical_tr_rho_AB_sq
1,0.000406741153660039,0.0613512149905907,0.00662971635887602
1.05,0.000396857961373882,0.059817224038258,0.00663450983817068
1.1,0.000390578006113062,0.058893900983118,0.00663189226037211
1.15,0.000380350119626843,0.0573569670522112,0.00663128019444641
1.2,0.000375790988932002,0.0566944823215618,0.00662835206432572
1.25,0.000366502891558889,0.0552731059849986,0.00663076346131804
1.3,0.00036649148992566,0.0552015908298721,0.00663914724949078
1.35,0.000360149560702825,0.0541695849183966,0.00664855677305575
1.4,0.000356934777247193,0.0537944887565429,0.00663515511528642
1.45,0.000351767067249322,0.0529835508788118,0.00663917501591979
1.5,0.000347312397982601,0.0523453803148475,0.00663501527534204
