N_A,trace_norm_distance,normalized_trace_norm_distance,theoretical_tr_rho_AB_sq
1,0.000433541161620604,0.0634101498899409,0.00683709409886412
1.05,0.000426981616704171,0.062373041372786,0.00684561161852319
1.1,0.000418550734745774,0.0610477536328441,0.00685612016558445
1.15,0.000413481875568552,0.0602203305068776,0.00686615088439825
1.2,0.000408392019562046,0.0594142107739722,0.00687364208397349
1.25,0.000401927603209907,0.0583449922418196,0.00688881063766462
1.3,0.000393776652234576,0.0571042919958957,0.00689574528413518
1.35,0.000389205669880603,0.0562629984375568,0.00691761336382668
1.4,0.000386115968143472,0.0556691444333824,0.00693590627399575
1.45,0.000385606680935147,0.0555243519847852,0.0069448209146288
1.5,0.000381837148654775,0.0548244382531635,0.00696472523606281
