N_A,trace_norm_distance,normalized_trace_norm_distance,theoretical_tr_rho_AB_sq
1,0.00288179452398321,0.0443349565359456,0.0650005040976351
1.05,0.00282443469052736,0.0434109664672395,0.065062700058955
1.1,0.00280496653900726,0.0430639709458982,0.0651348790507772
1.15,0.002739022661719,0.0420265209246903,0.0651736713259518
1.2,0.00272882619525049,0.0418211319716998,0.0652499362546447
1.25,0.00270570194222792,0.0414320357340162,0.0653045860357402
1.3,0.0025724750690446,0.0393499510438737,0.0653742889330761
1.35,0.00257594706124082,0.0393490880302754,0.0654639583834539
1.4,0.00253882994050563,0.03872608143171,0.0655586583161694
1.45,0.00248211759838456,0.0378296452270106,0.0656130287104123
1.5,0.00252206896704664,0.0383748935648211,0.0657218491768968
