N_A,trace_norm_distance,normalized_trace_norm_distance,theoretical_tr_rho_AB_sq
1,0.0036652431649072,0.0535177330824827,0.0684865175297736
1.05,0.00373632682706138,0.0543877748640475,0.0686979166991302
1.1,0.00366301945556345,0.0531476166354938,0.068921612810708
1.15,0.003641202835372,0.0526795970722731,0.0691197928180144
1.2,0.00367698013435522,0.0529832672630222,0.0693988937318979
1.25,0.00364834431103204,0.0524065717516446,0.0696161605136393
1.3,0.00360437752962008,0.0515271160367337,0.0699510822039899
1.35,0.0035645381936407,0.0507678875670063,0.0702124583957924
1.4,0.00359088043422605,0.0509418120129509,0.0704898450277573
1.45,0.00354181605000143,0.0499769176741243,0.0708690374443645
1.5,0.00354684368559278,0.0498212572315295,0.0711913725723516
