N_A,trace_norm_distance,normalized_trace_norm_distance,theoretical_tr_rho_AB_sq
1,0.00273979270879494,0.0429766623903094,0.0637507092550007
1.05,0.00261435776803648,0.0409969981026793,0.063769492622086
1.1,0.00261867117715776,0.0410553688796203,0.0637838910870839
1.15,0.002534786963436,0.0397385606275523,0.0637865821863346
1.2,0.00250315810647122,0.0392293156608943,0.0638083551624757
1.25,0.00246128058181941,0.0385670011070932,0.0638183035021289
1.3,0.00242427004920207,0.0379781524663746,0.0638332802352217
1.35,0.00238310692117292,0.0373282280574417,0.0638419513914705
1.4,0.00232268136550543,0.0363746926090428,0.0638543228521473
1.45,0.00232853294044328,0.0364554408447138,0.0638733995938203
1.5,0.00228134180767879,0.0357100377873325,0.0638851692419114
