N_A,trace_norm_distance,normalized_trace_norm_distance,theoretical_tr_rho_AB_sq
1,0.000540140216845071,0.0722032380703329,0.00748083093335679
1.05,0.000526750357399391,0.070185393977491,0.00750512788413389
1.1,0.000529979735298706,0.0702313393777972,0.00754620002970144
1.15,0.000518767435017418,0.0683189270079615,0.00759331941728188
1.2,0.000520091555557951,0.0680294973310345,0.00764508890940591
1.25,0.000521043710981472,0.0677935459396776,0.00768574211245853
1.3,0.000512433755625432,0.066260840500725,0.00773358369367235
1.35,0.000516557759863343,0.0661654887946234,0.00780705726314107
1.4,0.000519348309871186,0.0661079095923423,0.00785606916137227
1.45,0.00051998779806165,0.0657024999799397,0.00791427720741848
1.5,0.000515012243552542,0.0646583155715248,0.00796513548180569
