N_A,trace_norm_distance,normalized_trace_norm_distance,theoretical_tr_rho_AB_sq
1,0.00120160880249077,0.0368246794000311,0.0326305299073358
1.05,0.00115914211052672,0.0355124218324677,0.0326404691855446
1.1,0.00115057013192786,0.0352445610129982,0.0326453245226556
1.15,0.00111307886377691,0.0340897116223209,0.0326514602443307
1.2,0.00111472343223703,0.0341351361701771,0.0326561882360656
1.25,0.00106440560758786,0.0325987294936942,0.0326517512835508
1.3,0.00106698122222711,0.0326741995051526,0.032655160291191
1.35,0.00103138229330625,0.0315832296223201,0.032656010979237
1.4,0.00101572265913021,0.0310723627798929,0.0326889418202691
1.45,0.00100226702869274,0.0306620141769722,0.0326875795865186
1.5,0.000988892484183497,0.0302437363330001,0.0326974310744959
