N_A,trace_norm_distance,normalized_trace_norm_distance,theoretical_tr_rho_AB_sq
1,0.00195075542113785,0.0597831364270701,0.0326305299073358
1.05,0.00190659794279465,0.0584120875210649,0.0326404691855446
1.1,0.00186474826340925,0.0571214497229191,0.0326453245226556
1.15,0.00183709446582637,0.0562637766298782,0.0326514602443307
1.2,0.00180040631080894,0.055132163551794,0.0326561882360656
1.25,0.00178529063129229,0.0546767190460525,0.0326517512835508
1.3,0.00173801586392087,0.0532233144294107,0.032655160291191
1.35,0.00170608291864978,0.0522440698508622,0.032656010979237
1.4,0.00168116524077351,0.0514291728994142,0.0326889418202691
1.45,0.00166313557062148,0.0508797406127741,0.0326875795865186
1.5,0.0016461826721068,0.0503459329375521,0.0326974310744959
