N_A,trace_norm_distance,normalized_trace_norm_distance,theoretical_tr_rho_AB_sq
1,0.00269726055923861,0.0423094988394506,0.0637507092550007
1.05,0.00260220810321162,0.0408064733811347,0.063769492622086
1.1,0.00258725419858715,0.0405628153831942,0.0637838910870839
1.15,0.00249236351442903,0.039073476411517,0.0637865821863346
1.2,0.00247564330880547,0.0387981057104782,0.0638083551624757
1.25,0.00242081611471209,0.0379329437146717,0.0638183035021289
1.3,0.00236653634882255,0.0370737073216669,0.0638332802352217
1.35,0.00230587612989015,0.0361185095322481,0.0638419513914705
1.4,0.00226321154499489,0.0354433567518253,0.0638543228521473
1.45,0.00223654519811183,0.0350152835504972,0.0638733995938203
1.5,0.00220606849284172,0.0345317781735552,0.0638851692419114
