N_A,N_B,multi_entropy_avg,multi_entropy_std,S_A_avg,S_A_std,S_B_avg,S_B_std,S_AB_avg,S_AB_std,sum_Renyi_avg,sum_Renyi_std,kappa_avg,kappa_std
1,9,5.49274348407917,0.251468901324123,0.978591289277718,0.0254749110247425,5.3257447929366,0.239082353254511,4.52410655185728,0.232543673758029,5.41422131703579,0.233947946241323,0.0785221670433858,0.0231286508375609
2,8,6.40733321887137,0.307062570370264,1.92742757649968,0.0663992941312895,5.81597868082505,0.249218574027077,4.52410655185728,0.232543673758029,6.133756404591,0.238029576033365,0.273576814280374,0.0763027108629264
3,7,7.22413620800151,0.410330102198317,2.84979964768294,0.106603636198338,5.829309511815,0.234184482163593,4.52410655185728,0.232543673758029,6.60160785567761,0.236837651834307,0.622528352323888,0.182901319532089
4,6,7.8535129066861,0.558519889745346,3.72535898457639,0.154617932809748,5.38878614441654,0.201200264150891,4.52410655185728,0.232543673758029,6.8191258404251,0.241554154994069,1.03438706626099,0.331536493835258
5,5,8.09008382082254,0.668648950411846,4.52387858124205,0.219072846456909,4.66189669921544,0.161116288816584,4.52410655185728,0.232543673758029,6.85494091615738,0.257972671523039,1.23514290466517,0.431152540954232
6,4,7.79986130889662,0.642795078848227,5.17847031487198,0.293947697709887,3.80813551811555,0.116370682139126,4.52410655185728,0.232543673758029,6.7553561924224,0.281363858301962,1.04450511647422,0.382178155715771
7,3,7.15503920299715,0.544558518625373,5.56614113161174,0.357322178226745,2.89475983162826,0.0836261047256969,4.52410655185728,0.232543673758029,6.49250375754864,0.309151162655906,0.662535445448513,0.253815372405235
8,2,6.34804341190326,0.419484984276321,5.56579985913187,0.358569616927606,1.95024991203443,0.0499642275501075,4.52410655185728,0.232543673758029,6.02007816151178,0.30515077716846,0.327965250391487,0.129609847439328
9,1,5.458965916079,0.312197733751856,5.17459680654669,0.310645929624295,0.98136605771228,0.0222731152809762,4.52410655185728,0.232543673758029,5.34003470805812,0.276859322666049,0.118931208020881,0.0462592142794045
