N_A,trace_norm_distance,normalized_trace_norm_distance,theoretical_tr_rho_AB_sq
1,0.00710891218230001,0.0545021785845176,0.130433541684505
1.05,0.00747245590071207,0.0573466746705371,0.130303211888782
1.1,0.0072562930565445,0.0557029770105461,0.130267598716864
1.15,0.00693525384784954,0.0533013581811529,0.130114017437961
1.2,0.00857172898348144,0.0658137517485119,0.130242217709086
1.25,0.00708026600447983,0.0543206107861573,0.130342164824923
1.3,0.00687246886055542,0.0528322323158635,0.130080985779052
1.35,0.00673658340880719,0.0518235586933827,0.129990752828547
1.4,0.00665871970234273,0.0512824709433212,0.129843971631206
1.45,0.00682574709172911,0.0525934561399228,0.12978320104253
1.5,0.00641461555595695,0.0492531828763632,0.130237584280779
