N_A,trace_norm_distance,normalized_trace_norm_distance,theoretical_tr_rho_AB_sq
1,0.00246662467567852,0.0569543209752127,0.0433088242198871
1.05,0.00253621046713534,0.058521295271879,0.0433382490143558
1.1,0.00239649967031929,0.0551727737053257,0.0434362731719606
1.15,0.00247848530271296,0.0571364133691742,0.0433783844060841
1.2,0.00250889922347604,0.0579524166364601,0.0432924003707136
1.25,0.00246624191004369,0.0568667561050377,0.0433687813225767
1.3,0.002507519187485,0.0577944907162162,0.0433868203770058
1.35,0.00241317049149115,0.0550625891965229,0.0438259538228097
1.4,0.00278142405529553,0.0634915475883966,0.0438077848303046
1.45,0.00275683609411505,0.0629493810606765,0.0437944908696998
1.5,0.0027724535957918,0.0634661182020181,0.0436839950880065
