N_A,trace_norm_distance,normalized_trace_norm_distance,theoretical_tr_rho_AB_sq
1,0.00736281293652338,0.0532067913840441,0.138381074013258
1.05,0.00701692159465238,0.0509586331206603,0.137698387200411
1.1,0.00711719108195133,0.0513560753019697,0.138585182767624
1.15,0.00699178986433559,0.05063167928024,0.138091210161861
1.2,0.0072153112110663,0.0521274778496721,0.138416656794219
1.25,0.00730764674219903,0.0527976390323353,0.138408589401574
1.3,0.00702871339099701,0.0505088031828556,0.139158185268242
1.35,0.00703676387674354,0.050547528492483,0.139210839512954
1.4,0.00789921943075919,0.0563803887212906,0.140105799373041
1.45,0.00739661641597957,0.0528854782456682,0.139861010268644
1.5,0.00729781493645592,0.0515909961043986,0.141455205123161
