N_A,trace_norm_distance,normalized_trace_norm_distance,theoretical_tr_rho_AB_sq
1,0.0057124734612508,0.0433709413940936,0.131712000653708
1.05,0.00551372866142692,0.0417398853485482,0.132097360004337
1.1,0.00623019041113739,0.047145939472246,0.132146914047709
1.15,0.00605505866092868,0.0458203439652287,0.132147822057461
1.2,0.00608299059263936,0.0461341856293526,0.131854296540765
1.25,0.00587471714906068,0.0445610745994925,0.131835176818819
1.3,0.00559792677578842,0.0423176607455434,0.132283464566929
1.35,0.005711986442135,0.0430465126420207,0.132693361007812
1.4,0.00591810974237199,0.044545487960026,0.132855425170845
1.45,0.00565595409275592,0.0424906594235196,0.133110527572213
1.5,0.00632812146294083,0.0474309369219286,0.133417593528817
