N_A,trace_norm_distance,normalized_trace_norm_distance,theoretical_tr_rho_AB_sq
1,0.00341073822623342,0.0939017658085035,0.0363224077509792
1.05,0.00328933276690372,0.090305929501974,0.0364243276719921
1.1,0.00344699119562377,0.0940774790256838,0.0366399188341634
1.15,0.00337820506743016,0.0918481078652247,0.0367803447011368
1.2,0.00333143782681508,0.0911067636841576,0.0365663062993245
1.25,0.0033048604874172,0.0907059579168703,0.0364348777447014
1.3,0.00333852478112505,0.0923941277447839,0.0361335169519313
1.35,0.00335175702662055,0.092224222628722,0.0363435649668105
1.4,0.00332006257900766,0.0916493034950569,0.0362257262455544
1.45,0.00344527869534101,0.0942115204109147,0.0365696114478784
1.5,0.00360743694292165,0.0983893000570633,0.0366649314593094
