N_A,trace_norm_distance,normalized_trace_norm_distance,theoretical_tr_rho_AB_sq
1,0.0072402446602185,0.0964503199135717,0.0750670880791938
1.05,0.00701700157072488,0.0925784973255268,0.0757951551757373
1.1,0.00753223480970974,0.0995313535106027,0.0756770057277213
1.15,0.00729344312097988,0.0955591049812824,0.0763238952730719
1.2,0.007305728059958,0.0961695146128511,0.0759671928195605
1.25,0.00744985480934218,0.0969738288213561,0.0768233542997071
1.3,0.00747982691255421,0.0971948314163803,0.0769570439451745
1.35,0.00718738386136188,0.0928399804466886,0.0774169040835708
1.4,0.00709965882623796,0.0907252293176806,0.078254515085082
1.45,0.00780520769598619,0.0999533526710196,0.0780885031608272
1.5,0.00761412090084827,0.0965604042851384,0.0788534488563669
