N_A,trace_norm_distance,normalized_trace_norm_distance,theoretical_tr_rho_AB_sq
1,0.0132602828496989,0.17664576033254,0.0750670880791938
1.05,0.0128325700884379,0.169305941239707,0.0757951551757373
1.1,0.0128054570834095,0.169211994585018,0.0756770057277213
1.15,0.0130194371927516,0.170581403715974,0.0763238952730719
1.2,0.0136769738896549,0.180037900336016,0.0759671928195605
1.25,0.0138680274890924,0.180518380322079,0.0768233542997071
1.3,0.0117192017514339,0.152282379242411,0.0769570439451745
1.35,0.0156906681079796,0.20267754560479,0.0774169040835708
1.4,0.0140814594930668,0.179944370976637,0.078254515085082
1.45,0.0148954889533354,0.190751369925191,0.0780885031608272
1.5,0.0135841699643742,0.172271094814357,0.0788534488563669
