N_A,trace_norm_distance,normalized_trace_norm_distance,theoretical_tr_rho_AB_sq
1,0.0114816004084703,0.1630684327952,0.0704097059845433
1.05,0.0112849092459952,0.159767881802536,0.0706331530384983
1.1,0.0109944646746704,0.155548934796989,0.0706817098363261
1.15,0.0114468865318435,0.162316635854501,0.0705219552609776
1.2,0.0112166705519134,0.159022145844974,0.0705352735137168
1.25,0.0106049222554176,0.149333473792539,0.071015037593985
1.3,0.0100154248019101,0.141265112696061,0.0708980767492024
1.35,0.00929097624935649,0.131980279011161,0.0703967010750961
1.4,0.00837535816919137,0.118924600708588,0.0704257833895471
1.45,0.00800372704580286,0.114020363302944,0.0701955932602804
1.5,0.00845748473242441,0.12036078797918,0.0702677746999077
