N_A,trace_norm_distance,normalized_trace_norm_distance,theoretical_tr_rho_AB_sq
1,0.0058575538177684,0.0449083398497049,0.130433541684505
1.05,0.00599713100600194,0.0460244296289539,0.130303211888782
1.1,0.00566806253320196,0.0435109159071972,0.130267598716864
1.15,0.00592083175627832,0.0455049492196442,0.130114017437961
1.2,0.00615778887062216,0.0472795148833877,0.130242217709086
1.25,0.00576639897462939,0.0442404726235356,0.130342164824923
1.3,0.00566340442773176,0.0435375269783954,0.130080985779052
1.35,0.00566242442286474,0.0435602094737715,0.129990752828547
1.4,0.00542340540979897,0.041768634628668,0.129843971631206
1.45,0.00502084231940368,0.0386863806646157,0.12978320104253
1.5,0.00489301586331794,0.0375699218496644,0.130237584280779
