N_A,trace_norm_distance,normalized_trace_norm_distance,theoretical_tr_rho_AB_sq
1,0.00398626869988116,0.0849517242335044,0.0469239292768705
1.05,0.00376124413894517,0.0802200447523593,0.0468865873929165
1.1,0.00359087320401418,0.0765896529576639,0.0468845733770212
1.15,0.0036867102211037,0.0780988793833567,0.0472056737588652
1.2,0.00372128855783089,0.078765039831979,0.0472454348498917
1.25,0.00355663129911772,0.0745761488655991,0.0476912706437479
1.3,0.00373997114639021,0.0788040344885216,0.0474591329068941
1.35,0.00368826069827487,0.0767954090874121,0.0480270987823858
1.4,0.00351301130557135,0.0728582271582127,0.0482170846394984
1.45,0.00359135430957973,0.0728993938448098,0.0492645291019168
1.5,0.00384504691191684,0.0783331363485129,0.0490858286946382
