N_A,trace_norm_distance,normalized_trace_norm_distance,theoretical_tr_rho_AB_sq
1,0.0093600948551065,0.0676399928375302,0.138381074013258
1.05,0.00788921541601672,0.0572934482125377,0.137698387200411
1.1,0.0099284413124672,0.0716414346338522,0.138585182767624
1.15,0.0102062055277078,0.0739091613126193,0.138091210161861
1.2,0.0109354453513622,0.0790038251510416,0.138416656794219
1.25,0.010098897420909,0.0729643836742555,0.138408589401574
1.3,0.0097758564599811,0.0702499564875548,0.139158185268242
1.35,0.00894733742352727,0.0642718444542867,0.139210839512954
1.4,0.0108909888339859,0.0777340330144934,0.140105799373041
1.45,0.0118417551358565,0.0846680222966427,0.139861010268644
1.5,0.0101453700496644,0.0717214332327403,0.141455205123161
