N_A,trace_norm_distance,normalized_trace_norm_distance,theoretical_tr_rho_AB_sq
1,0.00602904719608127,0.0856280694795799,0.0704097059845433
1.05,0.0060432734052032,0.0855585960024939,0.0706331530384983
1.1,0.00584856978667114,0.0827451656194278,0.0706817098363261
1.15,0.00579724493354851,0.0822048241869485,0.0705219552609776
1.2,0.00604333993014148,0.0856782660517542,0.0705352735137168
1.25,0.00614438586412231,0.0865223207970638,0.071015037593985
1.3,0.00610820800113017,0.086154777127983,0.0708980767492024
1.35,0.00612263214635478,0.0869732821687685,0.0703967010750961
1.4,0.00590443777827809,0.0838391494435893,0.0704257833895471
1.45,0.00592148278191861,0.0843569020061154,0.0701955932602804
1.5,0.00592949430566495,0.0843842619321307,0.0702677746999077
