N_A,trace_norm_distance,normalized_trace_norm_distance,theoretical_tr_rho_AB_sq
1,0.00911309941882412,0.0691895907251755,0.131712000653708
1.05,0.0092272915123494,0.0698522022850909,0.132097360004337
1.1,0.00788816823744322,0.0596924135102795,0.132146914047709
1.15,0.00775034187300945,0.0586490322151465,0.132147822057461
1.2,0.00734945279304109,0.055739198386826,0.131854296540765
1.25,0.00667175991502546,0.0506068264632773,0.131835176818819
1.3,0.00654625765838589,0.0494865906318457,0.132283464566929
1.35,0.00643300545608538,0.0484802359909071,0.132693361007812
1.4,0.00803126378894282,0.0604511541671337,0.132855425170845
1.45,0.00809700180031536,0.0608291616598297,0.133110527572213
1.5,0.00725404619541089,0.0543709866408592,0.133417593528817
