N_A,trace_norm_distance,normalized_trace_norm_distance,theoretical_tr_rho_AB_sq
1,0.00351418641722255,0.0990191830502544,0.0354899556729228
1.05,0.00327376580732211,0.0924326464479538,0.0354178521672586
1.1,0.00330524979030928,0.0933084977568193,0.0354228164611912
1.15,0.00322603281783738,0.0910784012712676,0.0354203935599284
1.2,0.00335156567344545,0.09478289811066,0.035360447298546
1.25,0.00337027865148855,0.0952556460595,0.0353814056269521
1.3,0.00330180623091001,0.0938351254794592,0.0351873161999744
1.35,0.00319048267671832,0.0906080357328597,0.0352119174741283
1.4,0.00334457977086161,0.0949793840422937,0.0352137445887446
1.45,0.00325057024904178,0.0923922271560365,0.0351822912933148
1.5,0.00331290886412365,0.0939942588322637,0.0352458640057544
