N_A,trace_norm_distance,normalized_trace_norm_distance,theoretical_tr_rho_AB_sq
1,0.00624728625465485,0.0874153202877432,0.0714667204111453
1.05,0.00629602675555112,0.0880630281741789,0.0714945520962358
1.1,0.00652725863519406,0.0914675058747588,0.0713615023474178
1.15,0.00632212198011933,0.0879309291849914,0.0718987282258633
1.2,0.00598281839764962,0.0830985948076782,0.0719966253520428
1.25,0.00596268961087188,0.0827855182671664,0.0720257568676325
1.3,0.00577175120902403,0.0802075881029606,0.0719601641881435
1.35,0.00593878007886366,0.0823382662492812,0.0721266107411571
1.4,0.00593485561890842,0.0820188318804293,0.0723596701250332
1.45,0.00602188675552189,0.082548532614452,0.0729496523414593
1.5,0.00589454866653502,0.0809032163162538,0.0728592623993218
