N_A,trace_norm_distance,normalized_trace_norm_distance,theoretical_tr_rho_AB_sq
1,0.00677574868414451,0.094809844990282,0.0714667204111453
1.05,0.00632439551667387,0.0884598242976734,0.0714945520962358
1.1,0.00629527322325932,0.0882166576680418,0.0713615023474178
1.15,0.00658032745174773,0.0915221675559577,0.0718987282258633
1.2,0.0067284071376218,0.0934544793554118,0.0719966253520428
1.25,0.00751003638420644,0.104268760382598,0.0720257568676325
1.3,0.00770381996276566,0.107056731313503,0.0719601641881435
1.35,0.00754765459530172,0.10464452048618,0.0721266107411571
1.4,0.00775682426701628,0.107198170660714,0.0723596701250332
1.45,0.00818750367271668,0.11223499235326,0.0729496523414593
1.5,0.00983471333933645,0.134982334647242,0.0728592623993218
